id,longitude,latitude,property_type,price
127652,-0.14432,51.55953,Entire rental unit,$156.00
127860,-0.33962,51.44777,Private room in home,NA
131444,-0.11151361334918047,51.491476077972614,Entire rental unit,$105.00
137581,-0.07862,51.51099,Entire rental unit,$170.00
138800,-0.04032,51.51556,Private room in home,$76.00
141718,-0.09785,51.52527,Private room in rental unit,$83.00
142117,-0.08985,51.52851,Entire rental unit,$239.00
143028,-0.19158,51.40066,Entire home,$218.00
145612,-0.33444,51.50426,Private room in rental unit,NA
152863,-0.14625,51.58409,Entire rental unit,NA
154221,-0.13911,51.4897,Entire rental unit,NA
157536,-0.08616,51.48849,Private room in loft,$90.00
157714,-0.22208,51.48974,Private room in townhouse,$58.00
159736,-0.09993,51.46788,Private room in rental unit,$42.00
165336,-0.21076,51.51735,Entire rental unit,NA
168359,-0.08823,51.49185,Entire rental unit,NA
170702,-0.02627,51.49686,Private room in rental unit,NA
172731,-0.18978,51.45033,Private room in rental unit,$39.00
173082,-0.04408600181341171,51.53825378417969,Entire rental unit,$131.00
174635,-0.21423,51.51814,Entire home,$224.00
178519,-0.24013,51.53753,Entire rental unit,$151.00
179312,-0.11497,51.55191,Entire condo,NA
181664,-0.18217,51.47368,Entire rental unit,$198.00
182802,-0.32191,51.43855,Private room in home,$70.00
183128,-0.10001,51.50038,Private room in condo,$93.00
190015,-0.06618234804759894,51.53677723909448,Entire condo,NA
190028,-0.08582,51.55119,Entire rental unit,$108.00
198258,0.08178,51.5343,Private room in rental unit,$45.00
198279,-0.05969,51.51462,Private room in rental unit,$44.00
200713,-0.12723,51.3843,Private room in townhouse,$23.00
203163,-0.10765,51.48579,Private room in condo,$93.00
207542,-0.10277,51.5851,Private room in home,$54.00
208952,-0.0346,51.55239,Private room in home,NA
210010,-0.17467,51.51566,Entire rental unit,NA
214321,0.00925,51.45359,Private room in home,$36.00
214755,-0.2021,51.51146,Entire rental unit,NA
216350,-0.22061,51.47928,Private room in townhouse,$78.00
227502,-0.07728,51.52853,Entire rental unit,$151.00
228195,-0.18905,51.48829,Entire rental unit,$95.00
228389,-0.12118,51.36646,Private room in home,$53.00
229684,-0.04204,51.48793,Private room in home,NA
230839,-0.07753,51.5368,Entire rental unit,NA
232240,-0.2198980282716872,51.498572121896025,Entire rental unit,$189.00
232983,-0.10513,51.48668,Private room in rental unit,$66.00
236956,-0.10926,51.50363,Private room in rental unit,$71.00
238349,-0.22782,51.49609,Entire rental unit,$191.00
238440,-0.2053,51.5191,Entire condo,NA
238711,-0.19579,51.51156,Entire rental unit,$150.00
239697,-0.20988,51.54491,Private room in rental unit,NA
240734,-0.06921,51.57542,Entire rental unit,NA
241975,-0.10893,51.56094,Private room in rental unit,$50.00
243077,-0.04586,51.55314,Entire townhouse,$250.00
243093,-0.1186,51.6371,Private room in home,$380.00
246271,-0.0335,51.53299,Entire condo,$100.00
248291,-0.04932,51.55532,Entire townhouse,$160.00
249395,-0.13524,51.55468,Entire home,NA
254996,-0.31421,51.52339,Private room in home,$40.00
263822,0.02291,51.51854,Entire home,$130.00
264776,-0.01948,51.44306,Entire rental unit,$303.00
264777,-0.01997,51.44284,Entire rental unit,$116.00
264778,-0.02275,51.44359,Entire rental unit,$174.00
264779,-0.02309,51.44355,Entire rental unit,$170.00
264780,-0.02307,51.44333,Entire rental unit,$187.00
264781,-0.02149,51.44204,Entire rental unit,$148.00
264782,-0.02328,51.44353,Entire rental unit,$142.00
264783,-0.02195,51.44151,Entire rental unit,$235.00
264789,-0.02122,51.44346,Entire rental unit,$236.00
268398,-0.10937,51.50287,Private room in rental unit,$66.00
270600,-0.33245,51.44311,Entire rental unit,$74.00
271122,-0.39891,51.53097,Private room in home,NA
273941,0.01077,51.45364,Entire guest suite,$50.00
274740,-0.183576,51.473328,Entire condo,$248.00
275140,-0.05175,51.43951,Entire rental unit,$112.00
276082,-0.02283,51.61782,Private room in home,NA
277580,-0.30935,51.49254,Entire townhouse,$122.00
278559,-0.19016,51.51488,Entire rental unit,NA
282198,-0.11591,51.52361,Private room in serviced apartment,$140.00
282299,-0.07416,51.55918,Private room in home,NA
283569,-0.24775,51.5067,Entire rental unit,$95.00
284423,-0.07016,51.54696,Entire rental unit,$117.00
284603,-0.20004,51.51464,Entire rental unit,NA
289422,0.02417,51.52185,Private room in townhouse,$32.00
289802,0.02417,51.52185,Private room in townhouse,$37.00
290923,-0.14282,51.54039,Entire townhouse,NA
293275,0.05421,51.46139,Private room in home,$40.00
294247,-0.21277,51.48641,Private room in rental unit,$118.00
294887,0.00536,51.57537,Private room in rental unit,$48.00
296720,-0.16772,51.41877,Private room in home,NA
300333,-0.40791,51.56049,Private room in home,$57.00
300723,-0.1177,51.58358,Entire rental unit,$189.00
301631,-0.01719,51.51806,Private room in rental unit,NA
306333,-0.08286085718058965,51.527312898780345,Entire condo,$253.00
306405,0.15246,51.54072,Private room in rental unit,$41.00
306677,-0.10146,51.49739,Entire rental unit,NA
306737,-0.16495,51.54655,Entire rental unit,$529.00
307923,-0.46178,51.52344,Private room in home,$45.00
308561,-0.05693525075912475,51.54623850280163,Entire condo,NA
310665,-0.0774,51.56099,Entire townhouse,NA
310949,0.10502,51.50055,Private room in townhouse,$38.00
311430,-0.10136,51.46934,Private room in rental unit,$44.00
311768,-0.15163,51.41779,Entire rental unit,$429.00
312761,-0.08129,51.52704,Entire rental unit,$248.00
313710,-0.23292,51.53347,Entire rental unit,NA
314164,-0.08297,51.55896,Entire home,$219.00
314985,0.02904,51.52626,Private room in home,NA
315238,-0.15073,51.47565,Entire rental unit,$180.00
315658,-0.11655,51.48383,Private room in rental unit,NA
316137,-0.14541,51.54289,Private room in home,$97.00
318287,-0.02982,51.61607,Private room in home,$26.00
318986,-0.19482,51.49113,Entire rental unit,NA
320629,-0.14719,51.5385,Private room in condo,$104.00
321411,-0.20395,51.49897,Private room in rental unit,$95.00
322606,-0.17155,51.47043,Private room in home,$70.00
323473,-0.09678,51.53861,Entire rental unit,$171.00
324055,0.02273,51.55311,Private room in home,NA
326146,-0.03131,51.57139,Private room in rental unit,NA
326633,-0.15159,51.47565,Private room in rental unit,$70.00
326655,-0.117145,51.46201,Entire rental unit,$166.00
329585,-0.12969599664211273,51.468505859375,Entire condo,$178.00
329610,-0.01151,51.56407,Private room in rental unit,NA
330044,-0.2629,51.48423,Private room in rental unit,NA
330932,-0.12364,51.55301,Entire rental unit,$114.00
331058,-0.25827,51.50095,Private room in rental unit,$58.00
334310,-0.01633,51.45625,Private room in townhouse,$37.00
335867,-0.01191,51.53098,Entire rental unit,NA
337806,-0.07469,51.55112,Entire rental unit,$95.00
338198,-0.19534,51.56329,Entire rental unit,$96.00
340435,-0.22568,51.50743,Private room in rental unit,$60.00
340912,-0.13158,51.54602,Entire rental unit,$201.00
340933,-0.06124,51.49208,Private room in rental unit,NA
341143,-0.11044,51.57036,Private room in home,NA
341779,-0.09948,51.40392,Private room in home,$26.00
342003,-0.07788,51.51213,Entire condo,$176.00
342636,-0.03635,51.45837,Private room in home,NA
342804,-0.27161,51.48775,Entire rental unit,$198.00
344094,-0.12583,51.41847,Private room in townhouse,$39.00
344102,-0.12568,51.41727,Private room in townhouse,$39.00
345013,-0.06898,51.50137,Entire townhouse,NA
345321,-0.00862,51.53232,Entire rental unit,NA
345877,-0.08485,51.53805,Entire rental unit,$103.00
346523,-0.18263,51.4847,Entire rental unit,$200.00
347389,0.03246,51.49962,Private room in bed and breakfast,$135.00
347896,-0.13729,51.44378,Private room in condo,NA
348215,-0.14687,51.54381,Private room in home,$83.00
348217,-0.14495,51.54236,Entire home,$300.00
349930,-0.09961,51.52867,Private room in rental unit,$99.00
350530,-0.05537,51.53688,Entire rental unit,NA
350588,-0.11739,51.53555,Private room in townhouse,NA
351727,-0.11009,51.45371,Private room in rental unit,$32.00
356073,0.02354,51.5211,Private room in townhouse,$36.00
356978,-0.21560000000000001,51.52975,Private room in home,NA
357197,-0.08936,51.53024,Entire condo,NA
358043,-0.04278,51.52847,Entire rental unit,$204.00
359974,-0.08271,51.52776,Entire condo,$180.00
362026,-0.11022,51.60501,Private room in home,$37.00
362621,-0.08834,51.54145,Private room in rental unit,NA
362748,-0.27525,51.5669,Private room in loft,NA
363648,0.00684,51.42681,Private room in home,NA
363749,0.00864,51.42875,Private room in rental unit,NA
365933,-0.12126,51.48621,Entire condo,$138.00
367181,-0.08441,51.56672,Entire rental unit,NA
367207,-0.14108,51.51882,Private room in rental unit,$115.00
367819,-0.06118281527160956,51.559525919088465,Entire home,$204.00
369383,-0.14275,51.54105,Entire rental unit,$192.00
371359,-0.16347,51.45993,Entire home,$420.00
374493,-0.03612,51.52899,Entire rental unit,$86.00
374594,-0.16378,51.4214,Entire rental unit,NA
377707,-0.00736,51.59859,Private room in townhouse,$51.00
379053,-0.07762,51.55301,Private room in home,$54.00
379137,-0.05801,51.55508,Entire townhouse,$275.00
380188,-0.32225,51.45791,Entire rental unit,$223.00
381006,-0.18058,51.53108,Entire rental unit,$361.00
381467,-0.19608,51.4875,Entire rental unit,NA
381916,-0.1294,51.4435,Private room in home,$90.00
383382,-0.12258,51.45045,Private room in townhouse,$107.00
383416,-0.12319,51.44739,Private room in townhouse,$81.00
384315,-0.05543,51.53547,Private room in rental unit,NA
384780,-0.13735,51.54146,Entire rental unit,$97.00
385019,-0.07596,51.55623,Entire rental unit,NA
387835,-0.34688,51.42863,Private room in home,$45.00
387935,-0.06448,51.56038,Private room in rental unit,$57.00
388030,-0.24071,51.50331,Private room in home,$50.00
388032,-0.24057,51.5033,Private room in home,$50.00
388306,-0.22061,51.4603,Private room in rental unit,$781.00
388315,-0.2009,51.5178,Entire condo,$80.00
388387,0.0468,51.61587,Private room in home,NA
388644,-0.10774,51.45958,Private room in home,$51.00
388674,-0.14453,51.60525,Private room in home,$23.00
388700,-0.19798,51.39878,Private room in rental unit,$20.00
388721,-0.07883,51.56108,Entire home,$180.00
388995,0.08111,51.59075,Private room in home,$150.00
389079,-0.03934,51.51127,Private room in condo,$38.00
389125,-0.19483,51.53707,Private room in townhouse,$83.00
389544,-0.20205,51.40091,Private room in home,$50.00
389570,-0.10448,51.59707,Private room in home,NA
389747,-0.08233,51.43093,Private room in home,NA
389786,-0.2642520070075989,51.497291564941406,Private room in home,$72.00
389862,-0.14615,51.56958,Private room in home,NA
389967,-0.23555,51.41893,Private room in bed and breakfast,$85.00
390316,-0.08849,51.50275,Private room in loft,NA
390319,-0.22737,51.5084,Private room in condo,$53.00
390320,-0.2266,51.5074,Private room in condo,$53.00
390356,-0.16392,51.47483,Private room in rental unit,$64.00
390876,-0.31014,51.42569,Private room in bungalow,NA
391035,-0.32557,51.4651,Private room in home,$41.00
391273,-0.19559000000000001,51.52853,Private room in townhouse,$63.00
391392,-0.14128,51.53376,Private room in townhouse,$81.00
391529,0.05159,51.46679,Private room in home,$33.00
391672,-0.06619,51.43079,Private room in home,$42.00
391808,-0.13848,51.49248,Private room in rental unit,$120.00
392141,-0.19915,51.44355,Private room in home,$59.00
392858,-0.0935,51.36435,Private room in home,$63.00
393177,0.03933,51.55981,Private room in home,NA
394755,-0.13666,51.54632,Entire rental unit,NA
395062,-0.32322,51.5219,Entire rental unit,$87.00
396235,-0.12141,51.5553,Private room in rental unit,$49.00
397262,-0.05073,51.45283,Private room in home,$39.00
397504,-0.1833,51.47987,Private room in rental unit,$410.00
397507,-0.18631,51.4602,Private room in townhouse,$40.00
400742,0.09562,51.4844,Private room in home,NA
401177,-0.11799,51.4552,Private room in rental unit,NA
401323,-0.03062,51.54671,Private room in rental unit,NA
401330,-0.10332,51.58152,Private room in rental unit,NA
401951,-0.02038,51.49235,Entire rental unit,NA
401972,-0.21171,51.51797,Entire rental unit,$345.00
402407,-0.04169,51.54903,Entire condo,$135.00
402739,-0.09276,51.52157,Private room in rental unit,$74.00
402783,-0.09553,51.48907,Private room in condo,$114.00
403038,-0.18415,51.48566,Entire rental unit,$195.00
405922,0.07636,51.57046,Private room in home,$38.00
406409,-0.32277,51.45872,Private room in home,NA
406898,-0.06295,51.5267,Entire rental unit,$110.00
407475,-0.22837,51.40804,Entire rental unit,NA
409043,-0.05697,51.55657,Private room in rental unit,$73.00
409444,-0.06084,51.54356,Entire rental unit,NA
410201,-0.19028,51.4291,Entire rental unit,NA
410971,-0.13538,51.46024,Entire rental unit,$127.00
411030,-0.10234,51.44819,Private room in rental unit,NA
414115,-4.6e-4,51.536,Entire rental unit,$171.00
414170,-0.18907,51.63182,Private room in home,NA
415825,-0.12231,51.55305,Entire condo,$105.00
415926,-0.19672,51.51514,Entire rental unit,$126.00
416047,-0.0451,51.44276,Private room in townhouse,$31.00
416238,-0.17348,51.55653,Entire rental unit,$302.00
416746,-0.10506,51.47932,Private room in home,NA
416747,-0.10355,51.47979,Private room in home,NA
416748,-0.10313,51.47962,Private room in home,NA
417090,-0.19744,51.53899,Entire rental unit,$83.00
418561,-0.10073,51.53672,Private room in rental unit,NA
419786,0.05903,51.47553,Entire rental unit,NA
420083,-0.013,51.42299,Private room in home,$66.00
420605,-0.1576,51.42556,Entire home,NA
420699,-0.08406,51.56324,Private room in rental unit,NA
422095,0.08404,51.50017,Private room in rental unit,NA
422748,-0.12706,51.38533,Private room in townhouse,$23.00
424407,-0.14749,51.55604,Entire condo,$85.00
424511,0.04813,51.51316,Entire home,NA
425143,-0.1476,51.48295,Entire rental unit,NA
426351,-0.22465,51.55814,Entire rental unit,$166.00
426354,-0.21057,51.52538,Entire rental unit,$235.00
427229,0.05733,51.47574,Private room in rental unit,NA
427327,-0.07869,51.52412,Entire rental unit,$155.00
427348,-0.09851,51.46837,Entire condo,$135.00
427584,-0.06635300070047379,51.547550201416016,Entire condo,$123.00
427936,-0.07344,51.54544,Private room in condo,NA
428432,-0.01042,51.53289,Entire rental unit,NA
429045,-0.00834,51.46929,Entire home,NA
429444,-0.1071,51.47888,Entire rental unit,$149.00
429900,-0.02001,51.62391,Private room in rental unit,NA
431775,-0.10151,51.5347,Entire rental unit,NA
432567,0.02639,51.56615,Entire home,NA
432841,-0.07258,51.53328,Private room in home,$127.00
433867,0.0074579999782145,51.54710388183594,Private room in home,$52.00
434555,0.08772,51.57392,Private room in rental unit,NA
434666,-0.03265,51.65545,Private room in rental unit,NA
435563,-0.312715,51.456927,Entire rental unit,$220.00
435600,-0.084165,51.548141,Private room in home,$54.00
436257,-0.0373,51.44828,Private room in home,$55.00
436446,-0.32542,51.50596,Private room in home,$80.00
436458,-0.01103,51.47412,Private room in townhouse,$41.00
437722,-0.19031,51.51304,Private room in rental unit,$587.00
438421,-0.13074,51.5106,Private room in rental unit,$90.00
438531,-0.1877650022506714,51.51192092895508,Entire condo,$357.00
438577,-0.14735,51.55178,Entire home,NA
439489,-0.16878,51.54113,Private room in home,$62.00
441459,-0.0212,51.51795,Private room in rental unit,$78.00
442178,-0.08514,51.52522,Private room in rental unit,$120.00
442368,-0.17634,51.47139,Entire guest suite,$154.00
442418,-0.11298,51.60501,Private room in rental unit,NA
442457,0.07772018566751535,51.56987921641957,Private room in home,$41.00
442992,-0.23203,51.41856,Private room in bed and breakfast,$85.00
443263,-0.06338,51.533,Entire rental unit,NA
444886,-0.097,51.55382,Entire rental unit,NA
444981,0.00968,51.56333,Entire rental unit,NA
445346,-0.05349,51.53783,Private room in townhouse,$76.00
445751,-0.17639,51.47006,Entire rental unit,$136.00
445781,-0.17684,51.47188,Entire guest suite,$153.00
446634,-0.05763,51.54539,Entire rental unit,NA
446900,-0.07508,51.54401,Entire condo,$290.00
447223,0.16921,51.57866,Entire home,NA
447891,-0.05135,51.52998,Private room in home,$70.00
449399,-0.16287,51.61585,Private room in home,NA
450460,-0.09831,51.56485,Entire rental unit,$77.00
450481,-0.06375,51.48586,Entire home,NA
451211,-0.17647,51.47199,Entire condo,NA
452350,-0.09723,51.56911,Entire rental unit,$167.00
452552,-0.2335,51.54838,Entire home,NA
453797,-0.15009,51.43721,Private room in condo,$43.00
454008,-0.22841,51.4956,Entire rental unit,$67.00
454047,-0.04096,51.53866,Entire home,$238.00
454602,-0.00485,51.58288,Private room in home,$100.00
454613,0.11625,51.57779,Private room in rental unit,NA
455277,-0.03921,51.50374,Private room in home,$499.00
455422,-0.22074,51.50672,Private room in condo,NA
456200,-0.12713561952114594,51.51355979264181,Private room in condo,$195.00
458015,-0.12289,51.52745,Entire rental unit,$175.00
459237,-0.07193,51.54378,Entire rental unit,NA
459877,-0.0548,51.5236,Private room in rental unit,NA
460934,-0.20537,51.42576,Private room in home,$67.00
460935,-0.20213,51.4247,Private room in home,$55.00
460936,-0.2068,51.42418,Private room in home,$55.00
460938,-0.20591,51.42494,Private room in guesthouse,$52.00
461039,-0.14065,51.58523,Entire rental unit,$105.00
461248,-0.20608,51.49249,Entire rental unit,NA
461923,0.07209769255627677,51.494332470909114,Entire rental unit,$127.00
461987,-0.06352,51.54474,Entire townhouse,$175.00
462818,-0.36555,51.52442,Private room in home,NA
464370,-0.15062,51.46713,Entire rental unit,$182.00
464789,-0.02672,51.54339,Entire rental unit,NA
464922,-0.01957,51.46104,Private room in home,NA
465361,-0.11971,51.45919,Private room in rental unit,$28.00
465435,-0.11158,51.49055,Private room in rental unit,$68.00
466017,-0.2504,51.58899,Private room in home,NA
469187,-0.16432,51.47537,Private room in rental unit,$69.00
469189,-0.1624,51.47503,Entire condo,$281.00
469198,-0.07646344729592622,51.52735687858332,Entire rental unit,$238.00
469219,-0.07516,51.53555,Private room in rental unit,$55.00
469676,-0.14133,51.46979,Entire condo,$135.00
471753,0.04421,51.54772,Private room in home,NA
472083,-0.11272,51.53035,Entire townhouse,$600.00
472185,0.00929,51.55306,Private room in home,$56.00
472203,-0.02397,51.61742,Private room in home,NA
473068,-0.36186,51.52479,Entire townhouse,NA
473073,-0.04454,51.49157,Private room in rental unit,NA
473637,-0.20814,51.51512,Entire home,NA
475087,-0.09388313125633035,51.4040125694651,Private room in home,NA
475700,-0.13997,51.53896,Private room in loft,NA
476456,-0.01661,51.58582,Entire condo,$91.00
476659,-0.06868,51.49593,Entire rental unit,NA
477286,-0.20319,51.53518,Entire condo,$171.00
478627,-0.06945,51.54573,Private room in condo,NA
478975,-0.11229,51.51484,Entire rental unit,$189.00
479906,-0.03986,51.5063,Private room in rental unit,NA
480580,-0.09836,51.46781,Private room in rental unit,"$2,000.00"
481999,-0.09263,51.40368,Private room in home,$37.00
483400,-0.03679680891033207,51.51596679237407,Private room in condo,$61.00
483891,-0.07749,51.57684,Private room in home,NA
486032,-0.0636,51.54533,Entire rental unit,NA
486501,-0.212,51.53368,Entire rental unit,NA
486627,-0.11291,51.53642,Entire rental unit,$137.00
487430,-0.14898,51.41583,Private room in home,$63.00
487783,-0.30511,51.41795,Private room in home,$53.00
489405,-0.07367,51.53127,Private room in rental unit,NA
491730,-0.09027,51.50049,Entire condo,$129.00
492946,-0.13309000000000001,51.49449,Entire rental unit,$172.00
493394,0.11894,51.50972,Private room in rental unit,NA
493679,-0.0612,51.53171,Entire rental unit,NA
493789,-0.00254,51.60716,Entire home,NA
493965,-0.00398,51.60599,Entire home,NA
494343,-0.11113,51.48652,Entire condo,$162.00
494880,-0.05726,51.54781,Private room in rental unit,NA
496004,-0.2761955028783745,51.491096806278314,Entire condo,$82.00
496676,0.01425,51.5916,Private room in home,NA
497196,0.00709,51.57062,Private room in condo,NA
497373,-0.10009,51.50181,Entire condo,$140.00
500795,-0.16257,51.55572,Private room in home,NA
500985,-0.20918,51.53808,Entire rental unit,NA
501458,-0.12393,51.57838,Entire rental unit,NA
501837,-0.16365,51.54548,Entire condo,$129.00
502190,-0.20163,51.54609,Private room in townhouse,NA
502566,-0.23904,51.50359,Private room in guest suite,$66.00
503017,0.09929,51.48793,Private room in home,NA
503331,-0.05911,51.5455,Entire townhouse,NA
504310,-0.00451,51.50647,Entire condo,NA
504810,-0.1181166003592058,51.48914348380064,Private room in rental unit,NA
506980,-0.21078,51.48956,Entire rental unit,NA
506997,-0.13233,51.44179,Entire home,NA
507124,-0.15515,51.47394,Entire rental unit,$130.00
507480,-0.07356899344149836,51.527030005921304,Private room in rental unit,$49.00
507677,-0.21734,51.52221,Entire place,$135.00
507962,-0.17418,51.44151,Entire home,NA
508396,-0.19782,51.43911,Private room in home,$69.00
510304,0.02856,51.52483,Private room in home,$60.00
510386,-0.074497,51.521652,Entire condo,$200.00
511429,-0.10427,51.54778,Entire rental unit,$150.00
511768,-2.1e-4,51.53581,Entire rental unit,$189.00
512853,-0.21286,51.40812,Private room in home,$55.00
512882,-0.09304,51.6564,Private room in home,$38.00
512992,-0.3252,51.50895,Private room in rental unit,NA
513198,-0.10934,51.48875,Entire rental unit,$145.00
513476,-0.18744,51.51184,Private room in rental unit,$220.00
514637,-0.12283,51.43889,Private room in home,$38.00
515178,-0.02607,51.5956,Private room in rental unit,NA
515327,-0.25932,51.47936,Entire rental unit,NA
516849,-0.11027,51.52667,Entire rental unit,NA
517283,0.02962,51.5748,Entire home,$176.00
518364,-0.03935,51.55239,Private room in home,NA
518741,-0.04246,51.55245,Private room in condo,$55.00
519190,-0.00439,51.53441,Private room in rental unit,NA
519660,-0.13888258920631918,51.522592504739606,Entire rental unit,$119.00
520350,-0.11561,51.53372,Entire condo,NA
520817,-0.20424,51.53438,Private room in home,$78.00
520959,-0.15894,51.54207,Private room in home,$100.00
520962,-0.0732,51.5476,Entire rental unit,NA
521274,-0.23262,51.54941,Private room in rental unit,$42.00
521547,0.00669,51.43868,Private room in home,$37.00
521771,-0.07779,51.57874,Private room in home,$41.00
521982,-0.07374,51.52713,Entire rental unit,NA
522729,-0.0725,51.52728,Entire home,$216.00
522824,-0.01963,51.4616,Entire home,NA
523160,-0.06709,51.54805,Entire loft,NA
523635,-0.10135,51.53493,Entire townhouse,$357.00
523749,-0.33616,51.52661,Private room in home,$39.00
523941,0.00622,51.53318,Entire rental unit,$67.00
526025,-0.03693,51.59109,Entire home,NA
526388,-0.20686,51.64683,Private room in home,$56.00
526771,-0.1014,51.54437,Private room in bed and breakfast,NA
526878,0.0367,51.60066,Entire home,NA
527310,-0.2005,51.51732,Entire condo,$253.00
528124,-0.195,51.55654,Private room in rental unit,$55.00
528895,-0.05516,51.45331,Entire home,NA
529070,-0.165,51.54583,Private room in condo,$65.00
529558,-0.12267,51.52923,Entire rental unit,NA
529947,-0.12554,51.55831,Entire townhouse,$544.00
530147,0.02884,51.48424,Private room in rental unit,NA
530274,-0.19381,51.41787,Private room in rental unit,NA
530395,-0.24924,51.50691,Private room in condo,$59.00
530448,-0.28141,51.516,Private room in home,$69.00
531050,-0.20301,51.48674,Private room in rental unit,$46.00
532358,-0.20116,51.53759,Private room in rental unit,NA
533351,-0.16169,51.52257,Entire rental unit,NA
533943,-0.13888,51.49695,Entire rental unit,$901.00
534109,-0.10533,51.48021,Private room in rental unit,NA
534506,-0.05893,51.56259,Entire rental unit,NA
535284,-0.19698,51.53478,Entire rental unit,NA
535323,-0.04552,51.55539,Entire home,NA
536121,-0.12038200348615646,51.484642028808594,Entire rental unit,$276.00
536751,-0.17635799944400787,51.51415252685547,Entire condo,$998.00
536794,-0.10893,51.45724,Private room in rental unit,$65.00
536886,-0.16402,51.52297,Entire rental unit,NA
536996,-0.10808,51.45535,Entire rental unit,NA
537305,-0.25157,51.54637,Private room in townhouse,$31.00
538156,-0.08743,51.50087,Entire loft,$152.00
538558,-0.11768,51.52504,Entire townhouse,$157.00
538713,-0.19057,51.58624,Private room in home,$27.00
539042,-0.14501,51.42662,Private room in home,$55.00
539484,-0.12389,51.4669,Entire condo,$225.00
540002,-0.18615,51.49389,Private room in rental unit,$92.00
541363,-0.08866,51.55397,Entire rental unit,NA
542231,-0.12726,51.46636,Private room in rental unit,NA
542646,-0.22843,51.49557,Entire rental unit,$173.00
542797,0.00402,51.57193,Private room in condo,NA
544824,-0.22828,51.49565,Entire condo,"$1,636.00"
545020,-0.08014049999999999,51.5004786,Entire condo,NA
545404,-0.09655100107192992,51.4537353515625,Entire home,NA
